comment_ID,text
6112,"I think the word 'awkward' is proper for this situation that people who appealed or relate to military force win a Nobel Peace Prize. But I also think this have a reason to be. To make a peace is to stop or finish any kinds of fights.Fight doesn't stop without someone who to finish it. If the one never appeared,the tragedy continues forever. Whether it is by military power or power of words,the finish of fight or truce should be admired to some extent. Ironically,Nobel Peace Prize just have fame to do so and very useful.So the prize will be used for various political reasons from now on too.This is one example of this 'awkward' situation. The theme brought up in this article is based on many difficult reasons we cannot explain easily."
6113,"I think that this question is unsuitable for two reason. First, the answer doesn't have correct answer. Test-takers spend in different home environment, so the way of thinking is different too. Second, law should be a logic that convince all people. Law forces all citizens to obey, so it mustn't contain morals. I think it is good that the question sparked on the Internet. Now is the time to discuss this problem."
6114,"I can not believe that such a question appeared in the National Judicial Exam. I think no one could say which is correct. If I am asked this question, I will not be able to answer. Our lives are equal, so we should not compare the worth of lives. And however there were female, this question assumed that examinees are male. I think this question is not appropriate for the National Judicial Exam."
6115,"I think so, too. Indeed, many people may think that Obama destroys the world peace. However, Obama must have believed that the world become the wonderful world someday, and Obama always did actions for the world peace. I know that man often remembers people's bad action, but man forgets people's good action."
6116,"I think the Nobel peace prize winners should be people who are worth to be respected by many people in the world. However, some of the Novel peace prize winners are unaccepted their award. I think we have to know their efforts and activities before people criticize them, because many people who suffered from any cause might be helped by their activities. If people still have critical opinions after they consider that facts, they should raise their voice in public."
6117,"I agree with your opinion partly. This situation may come true someday and we must select which life we should save, so it is a good idea to think about it. However, I think the question is too inappropriate to be on this important exam in terms of its sexism and unmorality."
6118,"Oh my god! In the second line, I wrote 'this', but I should write 'This' because it is the first ward of that sentence. Sorry."
6120,"I think when Nobel Peace Prize winners are selected, the members of it's selection committee need to ponder to find the most appropriate person for it. For example, they should invest not only a candidate's achievement and popularity but also faults or risks for the achievement. Certainly, to carry out it, it takes more times and it may cause the risk of making the selection difficult, I hope the most appropriate person is selected."
6121,"It is obviously difficult to decide who is worth the Nobel Peace Prize,I think.One's action for realizing peace may not necessarily be the one that can work in the way intended for someone,because nobody can completely anticipate what would happen by his action beforehand.So now I think how we should decide the winner can only be discussed,not be clearly answered."
6122,"The problem is difficult and I think the problem is nonsense,because this situation cannot be occured.Confucianism in China may answer that should be helped mother.But both girlfriend and mother are special for us and this situation are not thought various family environmental,for example be abused... Some of those people may choose to help their girlfriend but I think this answer is not mistake. I think this question should not set a student for the National Judicial Exam."
6123,"I think that it's difficult for us to judge whether the Novel Peace Prize winners are valuable or not.However I agree this news title 'awkward' about Nobel peace prize.In fact,war, dispute and civil war occur in the world.People think the Novel Peace Prize is promoting peace.But,Barack Obama received this prize in spite of occurred US bombing in Afghanistan. I have some doubts about the Novel Peace Prize significant.I seem to be inconsistency."
6124,"When I read this article for the first time,I doubted the truthfulness of the article,and it was so surprising for me. I think 'joke candidates are bad for democracy because I can't feel their sincerity from their attitudes. Candidates can be national leaders whose role is to reflect public opinion in policy decisions. Certainly, what you wear is freedom and a form of self-expression. However it is natural for members of society to wear clothes appropriate to the occasion. In addition, they should watch their words and actions, especially the person who wants to be representative. As the above account suggests, I can't possibly leave politics which have a close connection with our lives. However, in the class, a student said ' Democracy is free not only for us but also for candidates ,so it doesn't matter'. This didn't exist in my opinion , so it was interesting for me to come into contact with a different thought. I feel the importance of studying all together in the class again."
6125,"I heard this news on TV at first. At that time, this story was reported as a joking matter. I did not take it seriously, but I became to think that we have to give this problem more carefully consideration after I read this article. We should not confuse democracy with joke candidates, such as Ukraine's Internet Party represented by the Sith Lord. It is certainly that democracy is fair and equal treatment of everyone in organization, and respects their right to take part in making decisions. However, we must not have the wrong idea of liberty. We should be discreet in liberty that is given in democracy, I think. At least, a candidate who is identified Star wars character should not be elected to the city council. Therefore, I think that 'joke' candidates are not good for democracy. And then we have to make wholesome democracy."
6126,"This is difficult problem whether we should choose our mother or girlfriend. On the one hand, our mother is the only one. We were born by our mother. And, we were brought up with our mother when we were a child. Whenever we feel sad, lonely or sore, our mother supported us certainly. Mother is an essential person for her child. On the other hand, of course our girlfriend is important for us. Whenever we feel sad, lonely or sore, our girlfriend supports us certainly, too. If we marry our girlfriend, we will spend more time with our girlfriend than our mother. So girlfriend is an essential for her partner. From the reason above, we can't choose whether our mother or girlfriend. I think this problem does not have an unapparent answer."
6128,"I agree with your idea. A few days ago, China decided to abolish the system of a one-child policy. These days, the economic situation in China is declining, so I think China ought to reconsider their own nation systems. In addition, I also think it is impossible to answer this ridiculous question whether you help your mother or your girlfriend . We human lives should be treated equal."
6129,"I think your idea is very right. Hitler and Stalin's achievement were not worth getting the prize because they discounted human rights and the importance of life. If they got the prize, it means their achievement was right. I don't think so. Of course, Novel committee ought to think the standards of this prize and its value, but also we should be more interested in and reconsider."
6130,"I feel a very strong anger on this issue. First of all, I think problems that correct answer is entrusted largely to the values of the individual should not be appeared in the National Judicial Exam. Then, I think it's also problem for China that the law which it is necessary to judge which her and mother is better is not yet abolished. The legislator in China should do away with the outdated laws. I can not make out why they don't do it yet. I hope law students who had worked on this problem will solve this issue very much."
6131,I saw this news on TV at first. At that time I can't understand what happened because I only saw Chewbacca arrested by police and I thought people was arrested for only disguising costume of Chewbacca because Ukraine police is spoilt. But I knew the truth is different from my conjecture when I read this news. Truly A man dressed as Chewbacca was arrested in Ukraine because he broke legislation that forbids campaigning. Candidates should reflect public opinion in policy decisions in order to protect democracy. But 'Chewbacca' 's action is contrary to democracy. He insults many Ukrainians who hopes true democracy. I want him punished severely and I hope such people never appear.
6132,"I agree with your idea. If I were in such a situation, I could not choose whether I would save my mother or boyfriend. And I also think that the best way is to help both of them. Of course people's lives should be treated equally. So this question that demands that they decide to help only one is inappropriate, I think."
6133,"I think so, too. After reading this news, I looked into what criteria the selective Noble committee uses in deciding whether a person should be selected. Then I learned that a criterion is unclear about a connection with actual services to the cause of peace. If the selective Noble committee had considered actual services to the cause of world peace, why Mohandas Karamchand Gandhi did not selected the Noble Peace Prize? I am inclined to doubt that notional interests and a social standing of a prize winner have an effect the criterion. The selective Noble committee should choose a prize winner more clearly."
6134,"I agree with your opinion. Initially I only paid attention to the costume of the joke candidate because Chewbacca had a lot of visual impact for me. However you focused on his actions from beginning to end from the viewpoint of democracy which he should not break legislation, and it was so great. I also thought I want such people not to appear. I can't possibly leave politics which have a close connection with our lives."
6135,"I agree with your opinion that a candidate who is identified Star Wars character should not be elected to the city council. When I read your opinion, I deepened my understanding about democracy because I couldn't reach the discussion which made reference to liberty. It is difficult to debate liberty, but I think this candidate has the wrong idea of liberty clearly. Therefore I respected you for being able to reach such a thought!!!"
6136,"I think the accident in Ukraine have a big problem over our thought. First, they take part in political activities as the character of 'Star Wars'. They should enjoy with these at the party, shouldn't do in public space which decide the posture of government and nations. Second, the name recognition of these character is much bigger than any other participants, it cause a big effect to politics. It's a level that some people can let any person win the election. Actually, 'Palpatine' have won the election. And also, in the accident of Chewbacca, It's funny that he reject a duty he must pay fine. To begin with, this accident prove that they are not suit to work in the political world. The Ukraine government should make an effort to protect their fairness and exclude this group. I hope these group don't appeared in our country."
6137,"At first, I can't understand this news clearly. I've never seen 'Star Wars', so those names mentioned in the article were strange to me, except for Darth Vader. It may be one of the reasons, but there is another bigger reason. I couldn't believe the fact that party candidates are dressed in character costumes and it is allowed. I think, in Japan, there is a tacit understanding that such a joke is not suitable for political situations. I've took it for granted, so it was difficult for me to imagine the situation which the article says. However, I don't think their style is wrong. Because it is people that are at the center of democracy, and it should be free how to express ourselves in a political situation. Recently, democracy is marked by increasing number of young people who are not interested in politics and the light poll in Japan. Those people such as Ukraine's Internet Party candidates attract attention, so their style may become one of the solutions to that problems. However, even though there will be a heavy vote thanks to 'joke' candidates, it may be novelty, interest or love for the character, not policy itself declared by the party that encouraged citizens to vote. I think it is meaningless and not good thing. Furthermore, if a 'joke' candidate put his heart into the role extremely, it will lead to a disturbance of the public order. 'Chewbacca' is a good example. In conclusion, freedom should be allowed in democracy, but, at the same time, there should be restriction to some extent. In addition, parties such as Internet Party must think of the political policies earnestly and we have to turn our eyes to them not only their eccentric appearances."
6138,"I was surprised at this news. I wonder why Chewbacca who is Star Wars character was arrested. It is not prohibit that Chewbacca is engaged in political activity. However, he has a problem in the attitude toward political activity.'as his funds are an intergalactic bank that has no branches on this planet' When I read this sentence, I could hardly believe.Though he was fined $8 for breaking legislation that forbids campaigning on Election Day, he made a lame excuse.Moreover, he did not take off his costume though he was in the court. Such a person should not do a political campaign.A faithful person should go into politics.Even if he is elected, he will not be able to perform the proper political activity.We got the opportunity to think about politics through this artcle.We should have more interest in them."
6139,"When I read this article first, I couldn't understand in detail, because I don't know Star Wars character very much. But I know Chewbacca is a hairy creature in that picture, so I wonder why Chewbacca was arrested in Ukraine. I think 'joke' candidates such as a man dressed as Chewbacca are not good for democracy. Certainly, I think candidates can wear some clothes which they like, it's free for everyone. But they should wear proper clothes for occasion. In addition, the candidates have responsibility to campaign for the election, so 'joke' candidates should work seriously. I want all 'joke' candidates will be punished and I hope all candidates will campaign for the election seriously and such a 'joke' man will never appeared."
6140,"At first, it was difficult for me to understand the whole story of this article because I have never watched the Star Wars and these names are unfamiliar to me. After I read this article, I felt that they should be sincere in voting the election. We should not act costume play like Halloween party at election. But, I have another idea that people would be interested in election because of their strange costume play. However, I disagree with such a costume play at election. Additionally, it may be free for all people to dress any style (I suppose it is not illegal to wear any costume), but people who dress such a costume should not cause trouble and commit law. I hope everyone should obey law and be sincere in voting the election."
6141,"I laughed when I read the news and arrested man said 'as his funds are an intergalactic bank that has no branches on this planet.' I can't understanding why he completely became Chewbacca and said these excuse. Also I was surprised at Darth Vader announced his candidacy for the mayor in Odessa. Democracy is in close connection with liberal and so, they have the right to put himself forward as a candidate for mayor as a Darth Vader(if the law permit) but I think if they have common practice, they didn't think up these foolish action. In the Democracy, we elect the leader by the elections and candidate's talent is very important for the mass people so if the candidate is fool, it is very dangerous situation for administration. I think we have to educate more politics thing especially in Japan."
6142,"As I have never seen 'Star Wars', this news was a little difficult for me. In this article, the story seems to be joking such as Chewbacca was arrested...,Darth Vader,etc.,but this situation is actually serious. Ukraine is a chaotic situation today. Last year, Russia took over the Crimean region which has belonged to Ukraine and the eastern parts of Ukraine have seen fighting between locals and Russian-supporting rebels. America and European Union did not cope with this situation properly. Russia is clearly dangerous, but no countries cannot impose heavy sanctions on Russia. In my opinion, the situation that Russia is a permanent member of the U.N. Security Council is ridiculous. If Japan becomes a permanent member of the Security Council, unless Russia lose their status, the situation will not change. Certainly, talking each other is important, but America and EU should give heavier sanctions on Russia."
6143,"When I looked at this photo for the first time , I was very surprised at the photo . And, I can not help thinking about what was happening in Russia. After reading this news, I could not understand all information of this news, because I do not know characters of Star Wars at all. So I thought about this news from the point of election. It is true that by using the well known character, the candidate who uses it may be enough famous and he may be elected. It is a merit. But, it is also true that people who choose the candidate may not see his pledge. They may vote him as if they vote Star Wars character. If people vote him only seeing Star Wars character, it has no meanings of election. From the point of election,it should be done fairly,I think using character is not good."
6144,"I don't know 'STAR WARS'. So, I cannot imagine the incident of this news, but there is what I want to tell you. I think that you must not hurt others for your hobby, and must not hurt public welfare for the hobby. Indeed, you may want to be immersed in a hobby. I have the same feeling. The time immersed in hobby is happiest, and a person is enriched. But even if there is such reason, you aren't supposed to hurt public welfare. When your hobby hurt public welfare, the conduct changes to a crime. you should not consider this fact easily. I think that it is after there is happiness of a person around, that a person can enjoy a hobby."
6145,"My father has liked 'Star Wars' since before I was born, so after I read this article, I told this news to him. Then he laughed, and I felt that the movie was really loved by people around the world. The excuse of this criminal was very humor but too contrive, so I think that his own excuse led himself to arrest. Also, remaking national statue into a Star Wars' character and identifying with the movie character was probably people's longing for the new world, I think. Without traditional dirty tactics such as voter-buying, spoiler candidates and backroom deals, this world might have already changed."
6146,"I saw this news at first,I don't understand and I think this is a Star wars Parade. But,this is important .this case shouldn't be joke.I think these' joke' candidate shouldn't be elected,because I don't feel these Star wars candidate think for democracy seriously. Of course,candidate is guaranteed of a set right for example wearing and speech.But we shouldn't have a mistaken idea of freedom.They are mistaken,and break a rule,so they are arrested. They have a possibility of disturbing a fair election. I don't want to come into existence these misunderstanding group in Japan. And Japan should teach importance of fairness of democracy and election."
6147,"I never think of that idea.For sure,our parents is the ones who have raised us,and we should appreciate them.That is hard true.But,our girlfriends is also important person who may be a partner in the future.So,when we think of future,the choice we save our girlfriends may be better/"
6148,"I have thought that the Novel Piece Prize is given to the one who contribute to the world piece.For example,Martin Luther King Jr.,Mother Teresa,and many grate persons are awarded. However,according to this news,there are some people who don't deserve it.When I read that,I think that is true.Barack Obama occurred the bombing in Afghanistan,but he reserved the Novel Piece Prize.This is awful.And also,in the past,Hitler and Stalin was nominated.I can't believe that. In my opinion,the system the awarded persons will be canceled when they act unsuitable action should be introduced to get back it's prestige."
6149,"I agree with Nobel Peace Prize. According to this sentence, the problem that some winners of the Nobel Peace Prize do or did not contribute to peace essentially exists certainly. However, it is also true that the Nobel Peace Prize has been a symbol of peace. Do you know Malala Yousafzai, 17, is the youngest winner of a Nobel Prize in any category? In 2012, she was shot in the head by members of the Taliban in retaliation for her work to guarantee the right of girls to education. In 2014, she received the Nobel Peace Prize for her efforts to protect children's rights. Then, she said, 'This award is not just for me. It is for those forgotten children who want education.' Now, she has struggled for girls to have the right to education. And her courage has attracted global attention. Thus, some winners of the Nobel Peace Prize contribute to peace honorably. When you discuss the rights and wrongs of the Nobel Peace Prize, you must consider the behavior of more Nobel Peace Prize winners."
6150,"At first, I did not know what is Chewbacca, so I could not understand the topic and the picture of the article when I saw them. After I understood Chewbacca, I was confused even more. I think the tendency which people love the animation and movies such as Darth Vader is good. But according to this news, it advances in the bad direction. His excuse, 'as his funds are an intergalactic bank that has no branches on this planet.' , is definitely no joking matter. We must not excuse by using the characters. Its act would become the insult about them. It is not true love. If we want to love them, we respect the character and should behave definitely."
6151,"I was very surprised when I first read this article because I cannot imagine someone doing the same thing in Japan. I have never watched Star Wars before, but I know the name 'Darth Vader', and the fact that this character is a very famous villain, so I could not stop laughing at the man. However, as I read this article a couple of times, I thought that this incident might not be something to make fun off. This incident was taken place in the Election Day. The Election Day is a date to decide which person to entrust the country. Therefore, nobody should cause such an incident that might seem foolish. It is not clear how this incident would affect the result of the election, but it is very extremely clear that people shouldn't do something that can affect the results. To sum up, I was very surprised that there are people around the world who does things that I can't even think of, but it was a good chance to recognize what a peaceful country Japan is."
6152,"I thought that the author of this article had a very extreme idea when I read it for the first time. However, as I read several times, I began to think it gradually that there's reason in what he or she said in it. If a Nobel Peace Prize winner does an act against peace, he or she will be deprived of his or her Nobel Peace Prize. And, he or she will not do the awkward facts'."
6154,"I didn't know about Chewbacca,and was very confused when I read the headline.Such joke candidates as Darth Vader cannot be democratic representative ,I think.Nobody with common sense would agree that they can satisfy popular demand,or manage complicated political problems.Now we should think about what the democracy has to be,and how we can realise it.And we must say,at least, candidates from Star Wars is not the answer."
6156,"I read this article, then I feel so bad. Because I do not like china. I guessed that it is china issue again. However, I feel that the most bad thing is equal rights for men and women. Naturally, low students told that saving girlfriend instead of mother is very bad issue. But, in the first place, why they chose girl friend? Why is it not boyfriend? It is assumption that it is object of man, not woman. At this time it is not equal rights of men and women. About the other, which people did you chose girlfriend or mother? They said, it is that all people are equal. But I think we are always partial in the world. It is properly. I help an acquaintance whether we help acquaintance whichever with a person not to know at all. Will there be the person who is not so? I think that no people who think help not know people. People always discriminate. So, they persecute or despise other people. It is not only Chinese issue, but Japanese issue. Of course I discriminate against such me. This is because it thinks that I make a great difference whether it is not a family or a family. (206 wards)"
6157,"The existence of official candidates uniquely dressed could be permissible because they are a kind of performer especially when they appear in front of us. To stand out by any means and attract people's interests is necessary to some extent. But in a word,this case is bad. To use STAR WARS character is apparently improper for such place. Reading with Japanese sense of moral,this article is very surprising and strange. But I also think such candidates may be one of the symbols the confused situation Ukrainian is facing now."
6158,"I was very surprised when I read this article. The reason is because Chewbacca was arrested. According to this article, he was arrested because he broke legislation that forbids campaigning on Election Day. However, I think that his arrest is attracted worldwide attention and it has become a very effective political activity. I appreciate the importance of propaganda in politics deeply. 'Although the news of the arrest was met with amusement online around the world, the reality of life for many Ukrainians is no joking matter. ' So, I have to pay attention to what Chewbacca do the next in order to save the life of the Ukrainian people."
6159,"Thank you very much for your comment to my opinion. And I feel honored to be said that you respect me for being able to reach such a thought. However, I think that I have to understand about democracy and liberty more deeply. It is really difficult to debate on political issue like democracy or liberty, even if we talk in Japanese, I think. So, we should study not only English, but also social problems."
6160,"Every point criticizing the current capitalism referred in the article deeply impressed me.In reality,in Japan,the poor are now getting poorer,and the rich are now getting richer,say,we all know Japan is in a serious 'depression',which generally makes income gap wider.Though we can see slight inflation nowadays,the situation is still far from good.And,what is more,when it comes to discussing Japanese future generation,we can hardly be optimistic, considering the fact that Japan has a great national debt.Putting the environmental problem aside,we have to think about Japanese economy first.We cannot manage any environmental problem without money."
6161,"After I read your comment, I agree with your comment. As I also have never seen 'Star Wars' and I knew nothing but Darth Vader, at first, I wondered who was Chewbacca. In addition, it was hard for me to understand the situation that party candidates were dressed in character costumes and Star wars characters were elected to the city council. I do not think that such a situation is allowed in Japan, either. If anything, Japanese people will not pay any attention to a joke candidate like the Internet Party. I also think that freedom should be allowed in democracy, and we have to discriminate between liberty and freedom. And parties such as Internet Party should take action, using moderation."
6162,"After I read this article, there are two points that I thought. First, I agree with Bill Gates's opinion that without a substantial carbon tax, there's no incentive for innovators or energy buyers to switch. Now we are reaching the limit of cycle of growth in capitalism, I think. Capitalism is an economy system that is made up of making a large quantity of cheap goods in developing countries and selling in developed countries. However, as wages are being raised in developing countries these days, the advantage of price is lost, and then products will not be able to compete on the world market. In such a strained situation, almost all innovators or energy buyers can't afford to switch a new energy source just for the climate problem. Secondly, I thought about Japan. I don't think that the poor are getting poor in Japan, because in Japan, a social security system like welfare is prepared. So the poor can be the rich, depending on how much effort you make. However, I can't be optimistic about the next generation's future in Japan, because the population of Japan is expected to be smaller and we have the problem with immigration. Especially population problem is serious, because the production-age population has been aging, and the young population has been decreasing. We should be faced with such an issue."
6163,"I agree the statement from survey that the poor get poorer and the rich get richer in capitalist economics. I think today's society attaches important to academic backgrounds. Mostly, people with an advanced academic backgrounds get good jobs, so people study hard. However, there are the places where you can receive good education if you pay much money, for example, private colleges, cram schools and so on. Therefore the rich can put their wealth to get good education, and the poor can't. Of course, if you don't have much money to use for education, you have another way to get good jobs. This is only one of many examples. However there is a fact that children who were born in poor family have to work for their family and give up to continue to study. The government must deal with this matter we should not let pass."
6164,"I was surprised at this news. I have not heard such a news in Japan, so when I first knew it, I could not understand what had happened. In my opinion, everyone who wants to participate in politics should obey the legislation, so his action is unforgivable. No one want to follow him even if he is elected. Perhaps some people become interested in him because of his costume, but it will not make true democracy. I think the man should have considered about his action more and more."
6165,"I agree with you. I had thought that his action was bad for the country because of violation of legislation, but it is true that this incident attracted worldwide attention. I also want to watch carefully what Chewbacca will do next for the Ukrainian people."
6166,"When I first read the headline, I was surprised and couldn't understand the meaning because 'Chewbacca' isn't a human but a character of 'Star wars.' At first, I read this story and thought it is a funny story because movie character was arrested and when he had to pay a small fine equivalent for $8 for the disturbance, he said he couldn't pay 'as his funds are an intergalactic bank that has no branches on this planet.' However, after I read this article many times, I think this is a serious problem. I think he would like to appeal to public for something, so he dressed as Chewbacca and took action like this. This incident also reflect the social problem in the world. As for his action, I think it is not good because people wouldn't like to vote these character. It sounds like joke. The election should be fair and serious. After the election, someone who elected ought to have a responsibility and lead people. So I think 'joke' candidate is not good for democracy. I would like to focus on his future action."
6167,"I think your idea is right. His action sounds like joke even if he had rationale opinion. From these story, we can reconsider the social problem, so I would like to focus on this future story."
6168,"After I reread this article in today's class, I thought about whether 'joke' candidates are good or bad for election. I had first thought that such a candidate was not serious about election. However, one of such candidates Vitali Klitschko, who identified as one of Star Wars characters, was elected mayor by majority. Now election all over the world has difficulty in attracting civil attention, in particular, young people's ones. That's why I think that the pleasant campaigning of election is effective in people who are not interested in election coming to it. Election should become more appealing for all people, I think."
6169,"I agree with your opinion. I think that the funny campaigning of election is very effective in attracting civil attention. Now, in particular, young people are not interested in election. That is very serious problem, so the form of the campaigning should be changed to solve it, I think. In addition, I also learned that propaganda was very important for candidates. For many Ukrainians, the incident is no joking matter, so I expect what he will act to save the life of the Ukrainian people next, too."
6170,"At the beginning, I could not understand what the title means. However, reading the content of the article, I was able to know it and had mixed feelings. This time, a man became Chewbacca which is the character on Election Day. This is very interesting, but not correct as to the election. The man should have thought his own behavior more, I think. This is because ordinary people do not follow such a stupid man. I suppose the election is strict, so I want candidates to do right conduct."
6171,"When I was a junior high and high school student, I learned about the limit of fossil fuels in this world. I had expected that governments all over the world would solve this problem someday in my heart, but this time, I knew that there were not alternatives to fossil fuels after all. That's why I rethink that everyone around the world should act to reduce CO2 emissions. In addition, I imaged that China only pollute the air with CO2. However that was wrong, and China use resources effectively such as solar energy. Also, Germany and the UK act to reduce greenhouse emissions, so I thought the Japanese should know the fact and start work for reducing CO2 as a member of society on the earth."
6172,"At first,I can't understand what the article said,because I don't know Star Wars.However, I think that joke candidates like him are not suitable for elections and we should consider the selection when we join it. We can vote next year,so we must judge whether the person I elect is suitable or not and have responsibility for the election. As do so,democracy is stranded up."
6173,"When I read this news story for the first time, I couldn't understand the meaning. And I confused. Because, I did not know that 'Chewbacca' is real or a character. After I understood this meaning, I thought this story is very funny. Because, The Wookiee, the man dressed as Chewbacca, is very crazy. I winder why he did these crazy things. And I think it is funny that the artist turned the statue of Lenin into Darth Vader. I wonder why Internet Party which has candidates who dressed as movie character exist. And I thought it is very funny that 'the Wookiee told local reporters he could not pay as his funds are an intergalactic bank that has no branches on this planet' And I was surprised that the world heavyweight boxing champion Vitali Klitschko was re-elected mayor with 54 percent of the vote, defeating Aleksander Borovik. In Japan, some famous people and sport player became a member of the Diet. For example, Inoki who was a professional wrestler is one of a member of the Diet. In this news story, 'Borovik reported on Facebook…' is written. I was surprised those people use SNS to insist their opinion."
6174,"I agree with your opinion that everyone around the world should act to reduce CO2 emissions. If the deterioration of the environment goes on, it influences the lives of next generations, in other words, our descendants. I can't stand the situation that my children or grandchild suffer from environmental issues. Therefore we should discuss a lack of awareness on the part of the persons concerned about environmental issues. I think everyone can do something for reducing CO2 emissions with a conscious effort."
6175,"I was surprised that this question appeared in the National Judicial Exam. I think the question doesn't have the correct answer. As equality is guaranteed by the Constitution of Japan, every life is equally important, of course. If I am asked the question in the test, I cannot choose whether saving our girl friend or mother from a deadly fire. I don't know system of Chinese law in detail. But, the lawyer needs some knowledge of seeing an issue from various perspectives and thinking equally. This is perfectly reasonable for lawyers in every country. So, it is unsuitable for entering the judiciary and legal profession must pass."
6176,"I don't agree with Bill Gates's point of view. Indeed, as he says, the private sector may be reluctant to produce effective energy alternatives and doesn't contribute to that. However, I don't think that the climate problem has to be solved in the rich countries. Of course, the more CO2 a country emits, the more seriously responsible the country is. The way of thinking is natural. Rich countries have to make an effort to reduce that. Yet, the definition of rich countries is not clear. For example, are rising nations included in them? Although they are not called as rich countries, there will be room for reduction in their CO2 emissions. The climate problem has a big impact on the whole world. So I think all countries, not only rich countries, should cooperative to solve the problem. Then, I think the strongest argument against capitalism is that the poor get poorer and the rich get richer. It is difficult to receive an enough education and get a job for the poor. Moreover, income redistribution is necessary, but at the same time, economic growth is important for a country. I think the disparity between the rich and the poor will go on widening in the world."
6177,"According to Bill Gates and latest statistics, it is said to be not prevent our earth from global warming under the situation today. In the system of capitalism, the role of companies is to integrate each company's force to pursue their own benefits. Therefore, they don't regard improvement for environment as important thing without the judgement. They only think their self-defense. Certainly, this theory is justice, but even China which was installed capitalism as a fragment of social system is changing their energy system to natural energy. It is too late for the advanced nation like the U.S to change their own thought. They should think 'dismiss the today's benefit, think the future's it'. I hope the change will achieve in the system of capitalism."
6178,"In my opinion, all country should share information about pollution. I didn't know that China has surged ahead of the United States of America and European countries in green investment in spite of being polluting country in terms if fossil fuels. China also puts emphasize in solar energy and the decrease of CO2 emissions. The country's action for global warming has worked well. In addition to China, Germany and the United Kingdom has made great success in decreasing greenhouse emissions. I think all country, including Japan should consider more about climate change and imitate action what those countries has been doing. I agree with the idea of Bill Gates that the climate problem has to be solved in the rich countries, so the rich countries such as US and Europe should think the solution for that more carefully. If such countries decide to work for solving the problem, the entire world will change and get better."
6179,"I agree with you. After reading the article, I was surprised to know that China has been using resources effectively and other country such as Germany and the United Kingdom has been working for reducing CO2 emissions. Japan is relatively rich country, so the country should begin doing action for the decrease of CO2 emissions as a member of the world community. I hope the condition of the earth to get better as soon as possible."
6181,"These days, the gap between the rich and the poor has become one of the most serious problems in the world. Even in Japan, Economic inequality certainly exists. For example, more and more people lose their jobs because of the depression and they have no choice to be on social security for living. Also, it is said that the pension system in Japan seems to collapse in the near future because of aging society. It will be big damage for elderly people. Furthermore, a lot of people who rent student loans when they were university students cannot earn enough money to pay back them. It is because Japanese employment situation is terrible even for those who graduated from four-year universities properly. Moreover, the consumption tax is going to be raised to ten percent from current eight percent. It can be a hard blow to people who are not so rich. In my opinion, Capitalism is an economic system which can make the gap between the rich and the poor larger. As Bill Gates states, the private sector is always thinking their profits, not poor people or the environment in this planet, I think. Also, what is remarkable is that when people in many countries asked if they think the next generation will probably be richer, safer and healthier than the last, people in Western such as Great Britain, United States of America, and Germany tend to disagree. However, to my surprised, more than half of the people in Asian countries such as India and Thailand answered they agree with this statement. What made them answer so? I guess that almost all the countries in Asia are developing countries. Hence they are able to have a hope toward next generation. Yet, European counties and America are developed countries and probably people living there spend comparatively comfortable lives. However, generally speaking, the world in those days is not good times in good times on a whole. In Japan, after the collapse of overheated stock and real estate markets, the recession has been continued for more than twenty years. Things has become worse and worse. Therefore people in developed countries cannot have a hope to the future. Also there is one more serious problem which must be solved under the corporation of all the human in this world. It is the environmental problem. Since the industry revolution has happened, it goes without saying that the development of the industry can hurt the environment. Because of the dirty air from factories, the cities has been polluted. I must admit that it is essential to make efforts for the development of industry in order to make us richer, but it must not be bad for environment. Too much pollution can kill this planet. As a conclusion, I think it is important to making a lot of products because we can earn money by doing so. But it should be the way where both of poor people and the environment in the Earth aren't be damaged. That's all of my opinion."
6182,"I agree with your opinion. I think that in Japan, the rich can become richer and the poor doesn't even have an opportunity to get rich. Similarly, it is difficult that people who have no opportunity to have a good education get rich now. That's why I also think that such a negative circulation would be repeated many times at this rate. Therefore Japanese government should revise its education system. For example, in Finland, there is no gap, so every child can take the same education. The reason is that the Finnish pay high tax on its education. Moreover, children who have a difficulty in studying can receive cares with special education programs. In addition, teachers there don't have to work for a long time compared with Japan, so the teachers can spare their time for preparing to give good lessons. In conclusion, I think that Japanese government should spend its money not on having achievement tests but on students and teachers."
