3334,fic in America. They say they <<INDEPENT>> from Britain because of the K,independent,indepent,indecent,independent,independence,dependent,indention,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3334,n. American amendments is not <<NECESARILY>> the right under natural law.,necessarily,necesarily,necessarily,necessary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3334,e it is not common conception <<OFALL>> the people in the world.peopl,of all,ofall,fall,o fall,of all,of-all,offal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3334,Britain because of the King's <<OPRESSION>>. Of course this story is a do,oppression,opression,oppression,repression,expression,impression,depression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3334,nd safe of a lot of people as <<ROCKE>> said. The matter of the right,Rocke,Rocke,Rock,Rockne,Roche,Rocky,Locke,Rock e,Rocker,Rocket,Rocked,Ocker,Rocks,NA,NA,NA,NA,NA
3340,"out enough monetary base, the <<CAPITARISM>> do not work perfectly and the",capitalism,capitarism,capitalism,capitalist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3340,d be prohibitted in this 21st <<CENTRY>>. And I think Japan can take a,century,centry,entry,century,sentry,gentry,Gentry,c entry,centenary,NA,NA,NA,NA,NA,NA,NA,NA,NA
3340,to Thailand. Because Japanese <<COMNPANY>> do not break rules about labo,company,comnpany,company,companion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3340,"d the cannot mend the working <<ENVIROMENT>>. Second, Japanese indstries s",environment,enviroment,environment,environs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3340,"out labor. The better working <<ENVIROMENT>> is with enough payment, holid",environment,enviroment,environment,environs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3340,"enviroment. Second, Japanese <<INDSTRIES>> should advance to Thailand. B",industries,indstries,industries,grindstones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3340,labor like slavery should be <<PROHIBITTED>> in this 21st centry. And I th,prohibited,prohibitted,prohibited,prohibit ted,prohibit-ted,prohibitive,prohibit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3344,even if it were a muder. So I <<DONOT>> think that we must abolish ca,do not,donot,donor,don't,do not,do-not,dot,DOT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3344,be lighter even if it were a <<MUDER>>. So I donot think that we mus,murder,muder,nuder,murder,ruder,muter,mud er,mud-er,demurer,udder,NA,NA,NA,NA,NA,NA,NA,NA
3344,"It is because without capital <<PANISHMENT>>, the weight of a crime will b",punishment,panishment,punishment,banishment,astonishment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3344,that we must abolish capital <<PANISHMENT>>.,punishment,panishment,punishment,banishment,astonishment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3346,I strongly agree with you! <<AKIHIRO>> Suzuki did disgraceful thing,Akihiro,Akihiro,Akihito,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3346,"sgraceful thing as a human to <<AYAKA>> Siomiura. As a women, I was a",Ayaka,Ayaka,Ayala,Kayak,Yak,Kay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3346,"ful thing as a human to Ayaka <<SIOMIURA>>. As a women, I was also socke",Shinzo,Siomiura,Simulacra,Shinzo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3366,backing.And a lot of national <<HISTORIC>> societies are left wings. So,historic,hIstoric,historic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3367,"minister to apologize is not <<NECESARY>>. By doing so,and media focus",necessary,necesary,necessary,necessarily,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3367,"the status of women, not her <<PEFORMANCE>>.",performance,peformance,performance,conformance,permanence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3370,<<SS>>,Ss,Ss,SS,S,SOs,S's,Se,Es,Si,Is,As,Sn,Sr,Rs,St,Ts,NA,NA
3371,I think so. Of <<COURCE>> I cannot understand why the c,course,cource,coerce,course,source,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3375,"problem, we should make a law <<ABOT>> prohibitting such a terrible",about,abot,bot,sabot,abort,about,abbot,Cabot,boat,abet,abut,a bot,NA,NA,NA,NA,NA,NA
3375,"em, we should make a law abot <<PROHIBITTING>> such a terrible thing. And I",prohibiting,prohibitting,prohibiting,prohibit ting,prohibit-ting,prohibition,prohibit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3376,I agree with you. some <<JAPANESE>> labours are in same environme,Japanese,japanese,Japanese,japanned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3376,pany They are same as slavery <<LABOUR>>.,labour,labour,labor,lab our,lab-our,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3376,agree with you. some japanese <<LABOURS>> are in same environment calle,labours,labours,labors,lab ours,lab-ours,laborious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3378,with you. People must adjust <<THEMSELF>> to their surroundings which i,themself,themself,them self,them-self,themselves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3381,This is true that the captain <<RISPONSIBLE>> to this accident. But a peopl,responsible,risponsible,responsible,responsibly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3385,ht choice and resist nation's <<POWAR>> for children.,power,powar,power,polar,postwar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3385,I support <<TAKETOMI>>'s decision because Taketomi c,Taketomi,Taketomi,Mistake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3385,I support <<TAKETOMI'S>> decision because Taketomi cho,Taketomi's,Taketomi's,Mistake's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3390,bout the execution of Clayton <<LOCKETT>> is so horrible and cruel . To,Lockett,Lockett,Locket,Lockets,Locket t,Crockett,Locke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3410,", I strongly sympathized with <<AOKI>>. I cannot stand to see grueso",Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3411,"ading this story. Especially, <<AOKI>> Hifumi suffered from insomnia",Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3411,"this story. Especially, Aoki <<HIFUMI>> suffered from insomnia. I thi",Hifumi,Hifumi,Hirobumi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3411,"s, and not to be able to say '<<NO'OR'I>> can't'. It is important that",No' or 'I,No'or'I,Nor'easter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3413,"e. In regards to this, Hifumi <<AOKI>> think it is duty for citizens",Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3413,ort the judgment ruled by The <<FUKUSHIMA>> District Court. There are two,Fukushima,Fukushima,Fukuyama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3413,"ervitude. In regards to this, <<HIFUMI>> Aoki think it is duty for cit",Hifumi,Hifumi,Hirobumi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3414,n judges. It is right that Ms <<AOKI>> had right to refuse a demand,Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3414,e ASD. I cannot think only Ms <<AOKI>> has to take the responsibilit,Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3414,"Also, she did not agonize the <<ASD>>. I cannot think only Ms Aoki",ASD,ASD,ACID,SAD,ADS,ADD,ASS,AS,AD,AID,AND,ASP,ASH,ASK,AS D,NA,NA,NA
3414,ke the responsibility for her <<ASD>>. I think also Fukushima distr,ASD,ASD,ACID,SAD,ADS,ADD,ASS,AS,AD,AID,AND,ASP,ASH,ASK,AS D,NA,NA,NA
3414,thing is responsible for her <<ASD>>.,ASD,ASD,ACID,SAD,ADS,ADD,ASS,AS,AD,AID,AND,ASP,ASH,ASK,AS D,NA,NA,NA
3414,"the judgement is right. But, <<FUKUSHIMA>> district court had to announc",Fukushima,Fukushima,Fukuyama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3414,ity for her ASD. I think also <<FUKUSHIMA>> district court which did not,Fukushima,Fukushima,Fukuyama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3414,"I think the <<JUDGEMENT>> is right. But, Fukushima dist",judgement,judgement,judgment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3415,ime scene photos. Like Hifumi <<AOKI>> there are peple who have ment,Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3415,isly crime scene photos. Like <<HIFUMI>> Aoki there are peple who have,Hifumi,Hifumi,Hirobumi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3415,ch. It is bad a trial torture <<ORDINALY>> citizen. Therefore I oppose t,ordinary,ordinaly,ordinal,ordinals,ordinary,ordinal y,ordinarily,inordinately,cardinally,originally,NA,NA,NA,NA,NA,NA,NA,NA
3415,s. Like Hifumi Aoki there are <<PEPLE>> who have mentally shock. Dama,people,peple,people,leper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3417,ke understanding a feeling of <<AOKI>>. There is the person who cann,Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3418,I was <<VERRY>> surprised at the news.I think,very,verry,berry,very,terry,merry,ferry,Terry,Gerry,Perry,Berry,Kerry,NA,NA,NA,NA,NA,NA
3419,"s unconstitutionality easily. <<AISO>>, it's incredible that she ins",Also,Aiso,Also,Liaison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3419,e various cruel materials and <<INTERVATE>> the trial.,innervate,intervate,innervate,interval,intervene,interstate,interviewer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3419,The judge system is need for <<JUDING>> fair by the view point of peo,judging,juding,judging,jading,duding,juddering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3419,"ant to see. But since she was <<NOMINTED>> for lay judge, she has a duty",nominated,nominted,nominated,no minted,no-minted,nominate,dominated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3420,-compelling aspects led to Ms.<<AOKI'S>> mental disorder (as the artic,Aoki's,Aoki's,Loki's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3420,I think that the court's <<JUDGEMENT>> was a bit too paternalistic.,judgement,judgement,judgment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3423,". Certainly I sympathize with <<AOKI>>, but we have the right that w",Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3423,"his article, I think that the <<FUKUSHIMA>> district court's refusal was",Fukushima,Fukushima,Fukuyama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3424,ays so. Almost all people who <<CHOSED>> for lay judge system are novi,chose,chosed,chose,hosed,coshed,chased,chosen,closed,choked,chowed,c hosed,chose d,chorused,choose,NA,NA,NA,NA
3424,"onsider with ordinary persons <<OPININON>> in the court. But, after read",opinion,opininon,opinion,pinion,pinon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3425,s incorrect. I can understand <<AOKI'S>> opinion well. I'm pretty sure,Aoki's,Aoki's,Loki's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3426,"rdinary people,in other words <<BEGGINERS>> of law. Because it reflects t",beginners,begginers,beginners,beginner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3426,eflects the will of people in <<JUDGEMENTS>>. But I think the people not a,judgements,judgements,judgments,judgment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3426,want to participate in trials <<SHOLD>> take part in them. It's not g,should,shold,shod,sold,hold,should,holds,scold,s hold,sh old,sh-old,oldish,NA,NA,NA,NA,NA,NA
3428,ent in order not to cause the <<HAPPNING>>. After choosing the lay judge,happening,happning,happening,chapping,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3428,rprised at the news because i <<HAVENT>> known the news before. I thin,haven't,havent,haven,haven't,havens,ha vent,ha-vent,haven t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3430,"rt. I suppose not only Hifumi <<AOKI>> , many members are suffered f",Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3430,t it is not always true. I am <<EXAMING>> lay judge system in another E,examining,examing,examine,examining,exampling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3430,"the court. I suppose not only <<HIFUMI>> Aoki , many members are suffe",Hifumi,Hifumi,Hirobumi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3430,e members had burden not only <<PHISICALLY>> but also mentally because the,physically,phisically,physically,psychically,phonically,physical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3431,",I can't help sympathizing Ms.<<AOKI>>.Of course,it is true that jud",Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3431,"al view,but in my opinion,the <<GOVERNNENT>> should do away with it. In th",government,governnent,government,governed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3431,"he wake of it,many people are <<INTERFEARED>> with their daily routine.In a",interfered,interfeared,interfered,inter feared,inter-feared,interfere,interfaced,interrelated,interfiled,NA,NA,NA,NA,NA,NA,NA,NA,NA
3431,"oki.Of course,it is true that <<JUDGEMENT>> is true in terms of constitut",judgement,judgement,judgment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3433,i was <<SAPRISED>> with this news. she was very,surprised,saprised,apprised,appraised,apprise,praised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3435,very surprised with what Mrs.<<AOKI>>. It is because what she said,Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3435,"he accident effects is not so <<LITTELE>>,I don't think she is in the r",little,littele,little,litter,elite,lite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3435,said means that she deny the <<SYSGEM>> of today's court. Although th,system,sysgem,system,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3436,ls. it is desirable that only <<CITIZNS>> who can take part of trials a,citizens,citizns,citizens,citizen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3436,who cannot bear pressures and <<CRUETLIES>> can refuse to serfve. By chan,cruelties,cruetlies,cruelties,cruet lies,cruet-lies,crudities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3436,ut it is okay. people who are <<FAMILIR>> with law but not lawer would,familiar,familir,familiar,familial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3436,are familir with law but not <<LAWER>> would be the majority. They k,lawyer,lawer,lawyer,laser,rawer,later,lower,lager,lamer,layer,law er,law-er,lawnmower,NA,NA,NA,NA,NA
3436,s and cruetlies can refuse to <<SERFVE>>. By changing the system as th,serve,serfve,serve,serf,sever,verse,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3436,lot of people would refuse to <<SURVE>> lay judges. But it is okay. p,serve,surve,sure,survey,serve,suave,curve,surge,survive,NA,NA,NA,NA,NA,NA,NA,NA,NA
3437,uld be the person like Hifumi <<AOKI>> and we are really related thi,Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3437,all could be the person like <<HIFUMI>> Aoki and we are really relate,Hifumi,Hifumi,Hirobumi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3438,"n I read this article, I feel <<AOKI>> is poor. It's necessary to se",Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3439,ery surprised and sympathized <<AOKI>>. The citizen judges will be c,Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3439,"n. According to this article, <<AOKI>> got sick because of the evide",Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3440,ing for them. Her lawyer said <<AOKI>> was not mentally prepared to,Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3441,mixed feeling in me. I think <<AOKI>> has responsibility and a duty,Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3441,"should be protected. Although <<AOKI>> committed the murder, it is w",Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3441,Reading this <<ARTICLEAROUSED>> mixed feeling in me. I think,article aroused,articlearoused,article aroused,article-aroused,particleboard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3444,once and knew that U2's album <<HAD'NT>> been downloaded on my iTunes.,hadn't,had'nt,hadn't,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3446,to individual's itunes. But I <<DONOT>> think this causes such a big,do not,donot,donor,don't,do not,do-not,dot,DOT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3446,already make choices weather <<ITUNE>> customer get U2's album for f,iTunes,itune,tune,i tune,iTunes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3446,"ree or not, many <<ITUNE>> customers have not been compl",iTunes,itune,tune,i tune,iTunes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3446,lbum has sent to individual's <<ITUNES>>. But I donot think this cause,iTunes,itunes,iTunes,tunes,i tunes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3446,"known and popular rock band. <<NONETHEWAY>>, there are many people who ha",Nonetheway,Nonetheway,Nonetheless,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3446,"think this causes such a big <<PRONLEM>> in the world. In the way, I t",problem,pronlem,problem,prone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3446,"ay, I think apple should take <<RESPONSIBILITYFOR>> this problem. Because If appl",responsibility for,responsibilityfor,responsibility for,responsibility-for,responsibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3447,"I had to see the photos which <<DISPAY>> grisly scenes, I would feel s",display,dispay,display,dismay,dis pay,dis-pay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3447,that photos of grisly scenes <<WIL>> be projected from the teacher,will,wil,wile,wail,wilt,will,wild,wily,ail,win,nil,wit,til,oil,wig,mil,wiz,NA
3448,ecause I don't have iPods nor <<IPHONES>>. Thus I do not know the syste,iPhones,iPhones,i Phones,iPhone,iPhone's,iPhone s,phones,phonies,phoniness,phonemes,Ctesiphon,hipbones,NA,NA,NA,NA,NA,NA
3448,e iTunes because I don't have <<IPODS>> nor iPhones. Thus I do not kn,iPods,iPods,i Pods,iPod,iPod's,iPod s,pods,tripod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3448,"so when I read this article, <<IWAS>> so surprised. I do not use iT",I was,Iwas,Was,Iowas,Twas,I was,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3450,in murder trials. I think Ms.<<AOKI>> was very shocked when she saw,Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3450,"important for trials to check <<EVIDENE>>, but a court should informe a",evidence,evidene,evidence,evident,eventide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3450,"k evidene, but a court should <<INFORME>> ahead of the trial if grisly",inform,informe,inform,informer,informed,informs,inform e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3451,album on their iTunes account <<ALTOUGH>> they didn't download it. Appl,although,altough,although,alto ugh,alto-ugh,tough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3455,ve us the chances that we can <<RENCOUNTER>> new songs.I think it is a bre,encounter,rencounter,encounter,r encounter,countertenor,countermen,countered,counteract,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3457,"t on people. Say in Japanese; <<ARIGATAMEIWAKU>>. However, we take time to kno",ARIGATAMEIWAKU,ARIGATAMEIWAKU,MULLIGATAWNY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3460,"uth,I experienced that.I am a <<IPHONE>>'s user.I did not think it was",iphone,iphone,iPhone,phone,i phone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3460,m.The titles of music in your <<IPHONE>> show your personality.Adding,iphone,iphone,iPhone,phone,i phone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3460,"uth,I experienced that.I am a <<IPHONE'S>> user.I did not think it was a",iPhone's,iphone's,iPhone's,phone's,i phone's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3470,U2's members would be shocked <<VERRY>> much. I'm sorry for him. Howe,very,verry,berry,very,terry,merry,ferry,Terry,Gerry,Perry,Berry,Kerry,NA,NA,NA,NA,NA,NA
3471,that in order to not only for <<THEIRSELVES>> but also for the iTunes accou,themselves,theirselves,their selves,their-selves,theirs elves,theirs-elves,themselves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3472,"ough the court needs gruesome <<CRUES>>,they must care the general pe",clues,crues,crews,cures,cruse,curse,cries,cues,rues,cruses,cruets,cruet,trues,cruel,clues,grues,NA,NA
3472,al people who served as a lay <<JADGE>>.,judge,jadge,jade,cadge,judge,badge,wadge,Madge,jagged,NA,NA,NA,NA,NA,NA,NA,NA,NA
3472,as surprised at this news for <<UNCPNSIDERABLE>> of the court to general peopl,inconsiderable,uncpnsiderable,considerable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3474,U2 just did the latter in the <<CYBER>> world and at a much larger sc,cyber,cyber,cuber,caber,cybersex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3476,"rprised at this news. I don't <<ANGREE>> with the action. However, som",agree,angree,agree,gangrene,grange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3477,"think the lay judge system is <<NECCESARY>> for us, because it can see th",necessary,neccesary,necessary,necessarily,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3478,n this article. This is known <<GLOBALY>> due to the itself bigness and,globally,globaly,global,globally,global y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3478,U2. Many people could get the <<GROUPE'S>> new album for free. Dud to it,group's,groupe's,group's,grope's,groupie's,grouper's,grouse's,groupers,troupe's,groupware's,grouper,groper's,NA,NA,NA,NA,NA,NA
3480,s negative phase vividly. Mr. <<AOKI>> didn't want to watch such gro,Aoki,Aoki,Loki,Nokia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3480,"ch all evidences. I'm for the <<FUKUSHIMA>> District Court judge, but I t",Fukushima,Fukushima,Fukuyama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3481,y Bono misunderstood what the <<CONSUMERES>> pleased with. Also It is true,consumers,consumeres,consumers,consumer's,consume res,consume-res,consumer es,consumer-es,consumer,consumes,consumed,consume,NA,NA,NA,NA,NA,NA
3481,capacity.Their merits are not <<INCONGROUS>> with each other. May be Bono,incongruous,incongrous,incongruous,congruous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3481,"n U2 must have thought it was <<INFRINGEMET>> of their valuable asset,that",infringement,infringemet,infringement,infringe met,infringe-met,impingement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3481,e who want to listen to their <<MUSICONLY>> can download them for free.,music only,musiconly,music only,music-only,musicianly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3481,"ntroduced selection system.in <<OTHERE>> words,those who want to liste",other,othere,other,there,others,o there,other e,hereto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3481,rue that a handful of i phone <<USERES>> might presume that 'What an e,users,useres,users,user's,use res,use-res,user es,user-es,user,recuses,usurer,recluses,NA,NA,NA,NA,NA,NA
3481,this is!' .But other i phone <<USERES>> specially who are not interes,users,useres,users,user's,use res,use-res,user es,user-es,user,recuses,usurer,recluses,NA,NA,NA,NA,NA,NA
3482,hey must not blame Bono. Bono <<GIVED>> away U2's latest album for fr,gave,gived,hived,gibed,gives,give,given,giver,rived,lived,dived,gyved,wived,give d,NA,NA,NA,NA
3486,to iTunes user for their own <<CARERESS>> system.,careless,careress,careless,caress,careers,cares,career,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3486,"sn't good to take up valuable <<STRAGE>> space certainly, but people w",storage,strage,strafe,stage,strange,storage,st rage,st-rage,straggle,stratagem,steerage,stagger,NA,NA,NA,NA,NA,NA
3489,d that the local secretary of <<MIYAZAWA>> had put out the unnecessary p,Miyazawa,Miyazawa,Muawiya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3489,ister of Economy changed. Ms. <<OBUCHI>> resigned by being suspended t,Obuchi,obuchi,touching,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3492,is not for themselves but for <<PEPOLE>>. I think the politicians must,people,pepole,people,pep ole,pep-ole,peephole,pole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3492,politicians must remember the <<SPRIT>> that they started with and pr,spirit,sprit,strip,spit,sprite,esprit,spirit,sprint,spritz,sprat,split,sprig,NA,NA,NA,NA,NA,NA
3492,t they started with and pride <<THERSELVES>> for their work.,themselves,therselves,themselves,yourselves,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3493,t Mr Miyazawa's state that he <<HISSELF>> did not go there at all. It s,himself,hisself,himself,his self,his-self,hiss elf,hiss-elf,selfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3493,ty. And I was surprised at Mr <<MIYAZAWA'S>> state that he hisself did not,Miyazawa's,Miyazawa's,Muawiya's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
